conn_from,conn_to,edge_type
487557958SIMON, 394911406Boyd, father
487557958SIMON, 466930715CLARA, father
487557958SIMON, 577032188Dovie, husband
487557958SIMON, 692505654GLENN, father
487557958SIMON, 793005985LAUREN, father
489053527Osborne, 162724241Arvilla, father
489053527Osborne, 729608057Adeline, grand child
489053527Osborne, 788304213Alva, husband
489115390Milford, 568898654Leona, husband
493104916Clement, 344978505Emmaline, husband
495111540NANCY, 046859602Tyler, mother
495111540NANCY, 458714508Ivy, wife
495733566Vance, 332110712BESSIE, husband
495733566Vance, 412234810Darius, nephew
495733566Vance, 433995199Fern, grand child
495733566Vance, 583861153FANNY, nephew
496394390TOBY, 509704048Corrie, brother
496947921Hal, 006740974Selma, husband
496947921Hal, 150047046Claudie, father
496947921Hal, 265322818JOANNE, father
497550727Belle, 937573704JAY, sister
498803580Garrett, 433995199Fern, grand child
498803580Garrett, 779360739Lois, husband
500015809Haywood, 074050314HELEN, nephew
500015809Haywood, 078169777Charlotta, husband
500015809Haywood, 714520448Una, grand child
500015809Haywood, 924288825JOSHUA, nephew
500659766VICTORIA, 902356312Cleo, wife
501079973HAZEL, 022637087Effa, grand mother
501079973HAZEL, 050914884Myrtle, grand mother
501079973HAZEL, 051070078KYLE, grand mother
501079973HAZEL, 060561956Patience, grand mother
501079973HAZEL, 066263251Enrique, grand mother
501079973HAZEL, 073553025Noah, grand mother
501079973HAZEL, 116537075Delphia, grand mother
501079973HAZEL, 133716674Emil, grand mother
501079973HAZEL, 135367294LESLEY, grand mother
501079973HAZEL, 146726919Hervey, grand mother
501079973HAZEL, 174503865Salome, grand mother
501079973HAZEL, 196319500Bishop, grand mother
501079973HAZEL, 228444001STANLEY, grand mother
501079973HAZEL, 238285273GARRY, grand mother
501079973HAZEL, 251225681Daisy, grand mother
501079973HAZEL, 253212775Candido, grand mother
501079973HAZEL, 265125910Jules, grand mother
501079973HAZEL, 296785044HOLLY, grand mother
501079973HAZEL, 316787473Rosanna, grand mother
501079973HAZEL, 323174462Herschel, grand mother
501079973HAZEL, 342872703Merida, grand mother
501079973HAZEL, 358821342Thomas, grand mother
501079973HAZEL, 374008565GWENDOLINE, grand mother
501079973HAZEL, 387132749Ransom, grand mother
501079973HAZEL, 389895674Ephraim, grand mother
501079973HAZEL, 398505887IRIS, grand mother
501079973HAZEL, 400154124Lella, grand mother
501079973HAZEL, 410902706Stacy, grand mother
501079973HAZEL, 419770392Burr, grand mother
501079973HAZEL, 445887033Hamp, grand mother
501079973HAZEL, 451072757Annabel, grand mother
501079973HAZEL, 475684716Chancy, grand mother
501079973HAZEL, 516664754Hiram, grand mother
501079973HAZEL, 536062885Archie, grand mother
501079973HAZEL, 550828466Phebe, grand mother
501079973HAZEL, 574272161Tilda, grand mother
501079973HAZEL, 587005354KEITH, grand mother
501079973HAZEL, 593774464Noah, grand mother
501079973HAZEL, 601114634Harmon, grand mother
501079973HAZEL, 639530274BRENDA, grand mother
501079973HAZEL, 639706033Nathaniel, grand mother
501079973HAZEL, 648480107ANDREA, grand mother
501079973HAZEL, 667900452Bruno, grand mother
501079973HAZEL, 685492949Joe, grand mother
501079973HAZEL, 690846320Eddie, grand mother
501079973HAZEL, 713462768Hezekiah, grand mother
501079973HAZEL, 716134627Rosalie, grand mother
501079973HAZEL, 731091784Rowena, grand mother
501079973HAZEL, 735350851LYNSEY, grand mother
501079973HAZEL, 738409565Cassius, grand mother
501079973HAZEL, 740686282Jewell, grand mother
501079973HAZEL, 745040690Frederic, grand mother
501079973HAZEL, 752681249Nealie, grand mother
501079973HAZEL, 758152838Mittie, grand mother
501079973HAZEL, 761487144Perry, grand mother
501079973HAZEL, 799378615RUSSELL, grand mother
501079973HAZEL, 825426003Lovisa, grand mother
501079973HAZEL, 830293239Alf, grand mother
501079973HAZEL, 860031402Enoch, grand mother
501079973HAZEL, 880000589Forest, grand mother
501079973HAZEL, 884402308Emma, grand mother
501079973HAZEL, 905545224Edgar, grand mother
501079973HAZEL, 907678341CAROLYN, grand mother
501079973HAZEL, 940608770Almer, grand mother
501079973HAZEL, 947908670Izora, grand mother
501079973HAZEL, 967598265Willian, grand mother
501079973HAZEL, 983673990WALTER, grand mother
501079973HAZEL, 983916494CARLY, grand mother
502565188BLANCHE, 740686282Jewell, sister
505197156Lacy, 182285565Clarinda, husband
505197156Lacy, 587769910HEIDI, grand child
505197156Lacy, 685492949Joe, nephew
507987242Tommie, 210592533Lonnie, husband
507987242Tommie, 433995199Fern, grand child
508486649Concepcion, 380872583Jonas, wife
508710651KIMBERLEY, 626360067DALE, wife
509704048Corrie, 496394390TOBY, sister
509771849Mamie, 213609761Caleb, mother
509771849Mamie, 356151891Honora, mother
509771849Mamie, 647341709Bartholomew, wife
509771849Mamie, 786892619Jeanne, grand mother
510371511Minervia, 565804242Llewellyn, sister
510371511Minervia, 626988132Wheeler, sister
510594977Rufus, 541375006Dudley, wife
512406302Alla, 423131424JILL, mother
512406302Alla, 915499144Thornton, wife
514740852ABIGAIL, 074050314HELEN, sister
514740852ABIGAIL, 083170185Dock, aunt
514740852ABIGAIL, 096703736Emmet, aunt
514740852ABIGAIL, 280142388Lyda, aunt
514740852ABIGAIL, 394802151ELLA, mother
514740852ABIGAIL, 407705653Oda, aunt
514740852ABIGAIL, 500015809Haywood, mother
514740852ABIGAIL, 710886792Eldridge, wife
514740852ABIGAIL, 778694638Vann, mother
514740852ABIGAIL, 820987616Harlan, mother
514740852ABIGAIL, 874946087Colonel, aunt
514740852ABIGAIL, 919797585Freddie, aunt
514740852ABIGAIL, 924288825JOSHUA, wife
516664754Hiram, 501079973HAZEL, grand child
516664754Hiram, 659468977Lea, husband
517148551Edyth, 106237872RICHARD, mother
517148551Edyth, 433995199Fern, grand child
517148551Edyth, 953554810Millie, niece
518038535Frank, 470753390Seymour, wife
519020905Annis, 127477923Bartholomew, mother
519020905Annis, 205017134Eliseo, wife
520372778Elvira, 085470240Eunice, sister
520372778Elvira, 278283835Jasper, niece
520372778Elvira, 627933406Jessie, sister
520372778Elvira, 816417667Evie, niece
520372778Elvira, 937192619Alvah, sister
520650343Hardie, 252821115Ivah, mother
520650343Hardie, 587769910HEIDI, grand child
520650343Hardie, 838394515Finis, wife
520832480Romeo, 587769910HEIDI, grand child
520832480Romeo, 588338125Lular, husband
521188723Lulie, 374008565GWENDOLINE, mother
521188723Lulie, 417734602Finis, wife
521188723Lulie, 587005354KEITH, mother
521188723Lulie, 735350851LYNSEY, mother
521663815Winnifred, 633925585Jefferson, wife
521684491Mac, 051070078KYLE, father
521684491Mac, 238285273GARRY, father
521684491Mac, 947243595Magdalen, husband
522158976HAROLD, 184061859Alpheus, brother
522289265KERRY, 433995199Fern, grand child
522289265KERRY, 565804242Llewellyn, mother
522289265KERRY, 574485682Herschel, wife
522289265KERRY, 610924513Lacy, mother
522289265KERRY, 990243578Adella, mother
523471905Dana, 377128235ELLEN, husband
523566767WAYNE, 250966898Wilmer, brother
523566767WAYNE, 420491506Lora, brother
523566767WAYNE, 816575936Millie, brother
523629434Hervey, 207385992Etter, husband
523629434Hervey, 587769910HEIDI, grand child
524376766JEAN, 593774464Noah, mother
524376766JEAN, 870701584Oscar, wife
524376766JEAN, 880000589Forest, mother
526854985Easter, 685748915Montgomery, wife
526854985Easter, 937906948CHELSEA, mother
527006699Oren, 055532573Prince, father
527006699Oren, 098968288DAWN, husband
527006699Oren, 099934953Avis, husband
527006699Oren, 120647913Evaline, husband
527006699Oren, 172567617Wilma, husband
527006699Oren, 192946067Nannie, father
527006699Oren, 322190851Ramon, father
527006699Oren, 351985063Don, father
527006699Oren, 497550727Belle, father
527006699Oren, 681296886Katharine, husband
527006699Oren, 869409944Otho, father
527006699Oren, 937573704JAY, father
527097952NICOLA, 129964008Tennie, sister
527097952NICOLA, 201212753Lynn, sister
528926109STANLEY, 664188244Alvena, husband
530092546Hanna, 445887033Hamp, wife
530169216Eli, 022637087Effa, father
530169216Eli, 071493228Alva, father
530169216Eli, 196319500Bishop, father
530169216Eli, 242231689Celestine, husband
530169216Eli, 387132749Ransom, father
530219875Addie, 889786094TOBY, wife
530244937Lige, 587769910HEIDI, grand child
530244937Lige, 714520448Una, grand child
530244937Lige, 731091784Rowena, husband
531840332Blaine, 433995199Fern, husband
531840332Blaine, 729608057Adeline, grand child
532411582CARL, 398505887IRIS, husband
532687900Adline, 765576711Fleming, brother
532687900Adline, 793183001Zelda, sister
532855069Barnett, 433995199Fern, grand child
533983184CLAUDE, 322669892Etta, husband
536062885Archie, 501079973HAZEL, grand child
536062885Archie, 757430537Orrie, nephew
540058565Isam, 475145001Reba, husband
540058565Isam, 752419229Eugenie, father
541375006Dudley, 510594977Rufus, husband
542019196Carrie, 063340010Gottlieb, father
542019196Carrie, 098968288DAWN, husband
542019196Carrie, 099934953Avis, husband
542019196Carrie, 172567617Wilma, husband
542019196Carrie, 562963162DIANA, husband
542019196Carrie, 608017231Rube, father
542019196Carrie, 640348510Bess, husband
542019196Carrie, 685748915Montgomery, father
542019196Carrie, 793062444Hal, father
542019196Carrie, 905575645KATY, father
542019196Carrie, 989614476Mattie, father
542320047Dick, 444571600HANNAH, nephew
542320047Dick, 655779643Ira, nephew
542320047Dick, 761007247JILL, husband
542372465Ely, 460023056Jettie, husband
543538404DEMI, 253212775Candido, wife
546473755Verdie, 154374396Bartholomew, mother
546473755Verdie, 163756789Hudson, sister
546473755Verdie, 352955997Lilla, aunt
546473755Verdie, 415223490Lee, grand mother
546473755Verdie, 682097979Noble, aunt
546473755Verdie, 697612551JUSTIN, mother
546473755Verdie, 702421933RICHARD, wife
546473755Verdie, 781593494Jefferson, grand mother
547621184Enoch, 104351302Elder, brother
548026158Zella, 194457985Pete, wife
548127014Lilla, 146726919Hervey, wife
549376363Maudie, 019906524RICHARD, wife
549814107Cato, 102183263MICHELLE, brother
549814107Cato, 886878100Eligah, brother
550828466Phebe, 501079973HAZEL, grand child
550828466Phebe, 667900452Bruno, wife
551651012MAUREEN, 276864435Johnson, wife
552307845ANNIE, 091312867Angus, mother
552307845ANNIE, 093651812JENNIFER, mother
552307845ANNIE, 162563546Chin, wife
552307845ANNIE, 198910832SARA, mother
552307845ANNIE, 229485586Emil, grand mother
552307845ANNIE, 246381362Hardy, mother
552307845ANNIE, 303968693Berta, grand mother
552307845ANNIE, 522289265KERRY, mother
552307845ANNIE, 565804242Llewellyn, grand mother
552307845ANNIE, 610924513Lacy, grand mother
552307845ANNIE, 649283978Fidelia, grand mother
552307845ANNIE, 701380913Lucius, wife
552307845ANNIE, 757516507Lynn, mother
552307845ANNIE, 768782145ADRIAN, wife
552307845ANNIE, 858491603Zeke, wife
552307845ANNIE, 876858270WAYNE, mother
552307845ANNIE, 978080151JACOB, wife
552307845ANNIE, 990243578Adella, grand mother
552399987MELVYN, 587769910HEIDI, grand child
553280725Lucius, 710886792Eldridge, nephew
553280725Lucius, 714520448Una, grand child
554403830Lelia, 858975682Elroy, wife
556970204Howell, 343012756MONICA, father
556970204Howell, 361920955George, father
556970204Howell, 603698857Vesta, husband
557060126Norris, 436254956JEMMA, husband
557060126Norris, 561510605Hilliard, father
558956211Coleman, 717318995Edmond, brother
558956211Coleman, 741712101CHANTELLE, brother
558956211Coleman, 861613709Maryann, brother
560201651Lovina, 005559520MIRIAM, mother
560201651Lovina, 799473738Bruno, mother
562963162DIANA, 542019196Carrie, wife
562963162DIANA, 608017231Rube, mother
562963162DIANA, 905575645KATY, mother
563516114Arthur, 134524460Mina, mother
563516114Arthur, 140027258Calla, mother
563516114Arthur, 428718550Theadore, wife
563516114Arthur, 679901510Jefferson, wife
563516114Arthur, 792246109Lidie, mother
563522502Vernon, 587769910HEIDI, grand child
563522502Vernon, 816623657GLENYS, husband
564110168ANGELA, 248701310SYBIL, sister
564110168ANGELA, 920451159Albertine, sister
565677350TIMOTHY, 874509525Hedwig, husband
565804242Llewellyn, 350930638Israel, sister
565804242Llewellyn, 510371511Minervia, sister
565804242Llewellyn, 610924513Lacy, brother
565804242Llewellyn, 990243578Adella, brother
567587617Lige, 572501878Elena, brother
567587617Lige, 690846320Eddie, brother
567587617Lige, 864638836Wong, brother
567587617Lige, 871244009PAIGE, brother
568898654Leona, 489115390Milford, wife
570337427Creola, 052470086Sylvanus, mother
570337427Creola, 258847907Sue, mother
570337427Creola, 352768372Clemmie, mother
570337427Creola, 401629475Minerva, mother
570337427Creola, 412234810Darius, wife
570337427Creola, 701380913Lucius, wife
570337427Creola, 768782145ADRIAN, wife
570337427Creola, 980791414Shirley, mother
572501878Elena, 394802151ELLA, brother
572501878Elena, 567587617Lige, sister
572501878Elena, 864638836Wong, sister
572501878Elena, 871244009PAIGE, sister
573138668DAISY, 194568290Jeannette, niece
573138668DAISY, 433995199Fern, grand child
573138668DAISY, 630838116Berry, niece
573138668DAISY, 769028354ALAN, wife
574272161Tilda, 501079973HAZEL, grand child
574272161Tilda, 643438625Nevada, niece
574272161Tilda, 704937967Anna, wife
574272161Tilda, 870701584Oscar, niece
574485682Herschel, 412234810Darius, nephew
574485682Herschel, 433995199Fern, grand child
574485682Herschel, 522289265KERRY, husband
574485682Herschel, 565804242Llewellyn, father
574485682Herschel, 583861153FANNY, nephew
574485682Herschel, 610924513Lacy, father
574485682Herschel, 990243578Adella, father
574809043AGNES, 455012058Edmond, wife
576159081Lettie, 264375306LAWRENCE, grand mother
576159081Lettie, 278283835Jasper, sister
576159081Lettie, 324891199Katherine, wife
576159081Lettie, 710886792Eldridge, niece
576159081Lettie, 714520448Una, grand child
576159081Lettie, 733449684Ned, mother
576159081Lettie, 782916564Drusilla, niece
576159081Lettie, 836943551Louis, mother
576159081Lettie, 944989055Lovisa, mother
576176290Odelia, 639706033Nathaniel, mother
576176290Odelia, 870672646Miles, wife
577032188Dovie, 332756266Dillard, aunt
577032188Dovie, 394911406Boyd, mother
577032188Dovie, 415539053Elam, aunt
577032188Dovie, 466930715CLARA, mother
577032188Dovie, 487557958SIMON, wife
577032188Dovie, 692505654GLENN, mother
577032188Dovie, 793005985LAUREN, mother
577032188Dovie, 891171880Johnny, aunt
577032188Dovie, 953554810Millie, sister
577377239Thaddeus, 162968179FREDA, husband
577377239Thaddeus, 171739558ABIGAIL, father
577377239Thaddeus, 217736631NORA, father
577377239Thaddeus, 604615838Smith, uncle
577377239Thaddeus, 750938575Madora, brother
577377239Thaddeus, 871977446Oral, father
577673709Ula, 162563546Chin, wife
577673709Ula, 208031412Augusta, mother
579697830DENNIS, 390303549Altha, husband
579697830DENNIS, 905545224Edgar, father
580593885Cinda, 820987616Harlan, wife
581931000Isa, 977083292Denver, wife
582376381Caleb, 025270238Sylvester, niece
582376381Caleb, 196333590Lavinia, niece
582376381Caleb, 415891110Orrin, mother
582376381Caleb, 750447138Carroll, mother
582376381Caleb, 757355174Emilie, mother
582376381Caleb, 796076148Archie, wife
582828385NATASHA, 025270238Sylvester, wife
582939513Maggie, 776793270Lafayette, wife
583132512Sabina, 165984737Katharine, brother
583132512Sabina, 222135098Claudia, sister
583132512Sabina, 808447437Woodie, sister
583132512Sabina, 977320204BERYL, brother
583861153FANNY, 007063457Cordia, mother
583861153FANNY, 162563546Chin, wife
583861153FANNY, 194568290Jeannette, sister
583861153FANNY, 412234810Darius, wife
583861153FANNY, 495733566Vance, aunt
583861153FANNY, 573138668DAISY, mother
583861153FANNY, 574485682Herschel, aunt
583861153FANNY, 701380913Lucius, wife
583861153FANNY, 768782145ADRIAN, wife
583861153FANNY, 824513644MARILYN, mother
583861153FANNY, 869401333Payton, mother
583861153FANNY, 933510620PHILLIP, mother
584563963Lotta, 059000145Davie, mother
584563963Lotta, 621303722PATRICK, wife
584733764Baldwin, 233142710Linwood, brother
584733764Baldwin, 271891163GERALDINE, uncle
584733764Baldwin, 308806616MAY, husband
584733764Baldwin, 322942684AMELIA, father
584733764Baldwin, 350930638Israel, uncle
584733764Baldwin, 433995199Fern, grand child
584733764Baldwin, 632251529Corinne, uncle
584733764Baldwin, 879193593Cloyd, uncle
584733764Baldwin, 913370403HARRIET, uncle
584733764Baldwin, 980030067Besse, uncle
584733764Baldwin, 994674027Walter, uncle
587005354KEITH, 374008565GWENDOLINE, brother
587005354KEITH, 735350851LYNSEY, brother
587269719Wilhelmina, 553280725Lucius, mother
587269719Wilhelmina, 924288825JOSHUA, wife
587769910HEIDI, 036534841RUSSELL, grand mother
587769910HEIDI, 063227225Otha, grand mother
587769910HEIDI, 080982422Willian, grand mother
587769910HEIDI, 083137597Prudence, grand mother
587769910HEIDI, 085470240Eunice, grand mother
587769910HEIDI, 201935621Virgil, grand mother
587769910HEIDI, 211509444Amalia, grand mother
587769910HEIDI, 212128351Velma, grand mother
587769910HEIDI, 220706925Lorena, grand mother
587769910HEIDI, 237363722ELIZA, grand mother
587769910HEIDI, 250966898Wilmer, grand mother
587769910HEIDI, 264375306LAWRENCE, grand mother
587769910HEIDI, 283965638Leila, grand mother
587769910HEIDI, 322655012ADRIAN, grand mother
587769910HEIDI, 325356416Isa, grand mother
587769910HEIDI, 349550966RICKY, grand mother
587769910HEIDI, 367940248Juana, grand mother
587769910HEIDI, 395351100Hunt, grand mother
587769910HEIDI, 407862704Theron, grand mother
587769910HEIDI, 411002096Stacy, grand mother
587769910HEIDI, 420491506Lora, grand mother
587769910HEIDI, 434093638Camilla, grand mother
587769910HEIDI, 458840819GLYNIS, grand mother
587769910HEIDI, 459998729TOBY, grand mother
587769910HEIDI, 505197156Lacy, grand mother
587769910HEIDI, 520372778Elvira, grand mother
587769910HEIDI, 520650343Hardie, grand mother
587769910HEIDI, 520832480Romeo, grand mother
587769910HEIDI, 523566767WAYNE, grand mother
587769910HEIDI, 523629434Hervey, grand mother
587769910HEIDI, 530244937Lige, grand mother
587769910HEIDI, 552399987MELVYN, grand mother
587769910HEIDI, 561510605Hilliard, grand mother
587769910HEIDI, 563522502Vernon, grand mother
587769910HEIDI, 613248445BEVERLEY, grand mother
587769910HEIDI, 616821273Johnny, grand mother
587769910HEIDI, 638639486Joeseph, grand mother
587769910HEIDI, 640372233Enrique, grand mother
587769910HEIDI, 658524976DOUGLAS, grand mother
587769910HEIDI, 664536350Beverly, grand mother
587769910HEIDI, 669151080Elizabeth, grand mother
587769910HEIDI, 686582370Marvin, grand mother
587769910HEIDI, 712701185Francis, grand mother
587769910HEIDI, 731091784Rowena, grand mother
587769910HEIDI, 776726872Pedro, grand mother
587769910HEIDI, 777383668Oda, grand mother
587769910HEIDI, 787334997Sammie, wife
587769910HEIDI, 813286762Harris, grand mother
587769910HEIDI, 815234313Rutherford, grand mother
587769910HEIDI, 816575936Millie, grand mother
587769910HEIDI, 821691988NEIL, grand mother
587769910HEIDI, 836846967Octavia, grand mother
587769910HEIDI, 836943551Louis, grand mother
587769910HEIDI, 837217357JEFFREY, grand mother
587769910HEIDI, 848582187MARGERY, grand mother
587769910HEIDI, 849300404Lenna, grand mother
587769910HEIDI, 858039625Lura, grand mother
587769910HEIDI, 876212966SEAN, grand mother
587769910HEIDI, 878433040Lem, grand mother
587769910HEIDI, 895594036Wilburn, grand mother
587769910HEIDI, 937192619Alvah, grand mother
587769910HEIDI, 940608770Almer, grand mother
587769910HEIDI, 944989055Lovisa, grand mother
587769910HEIDI, 945370662Pete, grand mother
587769910HEIDI, 953282869Birtie, grand mother
587769910HEIDI, 981489643Viola, grand mother
588338125Lular, 520832480Romeo, wife
589461970Reba, 433995199Fern, grand child
593746175CHRISTINA, 047236861PAIGE, mother
593746175CHRISTINA, 097389232Elihu, mother
593746175CHRISTINA, 193919399Harley, wife
593774464Noah, 605582361TINA, nephew
593774464Noah, 880000589Forest, brother
593884810Wong, 738527729Lora, husband
594464826Maybelle, 135928825Everette, wife
594464826Maybelle, 296785044HOLLY, mother
596727412Louie, 083137597Prudence, mother
596727412Louie, 322947237Albion, wife
596727412Louie, 349015355SAMUEL, wife
596727412Louie, 465658179HERBERT, wife
596727412Louie, 530244937Lige, mother
596727412Louie, 638639486Joeseph, mother
596727412Louie, 640372233Enrique, mother
596727412Louie, 861613709Maryann, mother
596727412Louie, 876212966SEAN, mother
596869832Reese, 474119798Metta, husband
596869832Reese, 860031402Enoch, father
597940955Cherry, 021859736Wesley, wife
600519042Lindsay, 248372736Easter, husband
601114634Harmon, 435853656Ernestine, husband
601114634Harmon, 501079973HAZEL, grand child
601114634Harmon, 947908670Izora, father
602243819Mart, 135192615Lugenia, father
602243819Mart, 269001180LUCY, husband
603698857Vesta, 343012756MONICA, mother
603698857Vesta, 361920955George, mother
603698857Vesta, 556970204Howell, wife
604500526AMANDA, 458118373Levi, wife
604615838Smith, 577377239Thaddeus, nephew
605439402RODNEY, 056398353Carrie, husband
605582361TINA, 050914884Myrtle, mother
605582361TINA, 133716674Emil, mother
605582361TINA, 342872703Merida, mother
605582361TINA, 389895674Ephraim, aunt
605582361TINA, 398505887IRIS, mother
605582361TINA, 408907653Lacy, wife
605582361TINA, 475684716Chancy, mother
605582361TINA, 574272161Tilda, mother
605582361TINA, 593774464Noah, aunt
605582361TINA, 623921179August, wife
605582361TINA, 643438625Nevada, sister
605582361TINA, 660654016Pete, wife
605582361TINA, 694532630Jules, wife
605582361TINA, 870701584Oscar, sister
605582361TINA, 880000589Forest, aunt
606420754CALLUM, 455320687Anson, brother
606994739Euphemia, 626611613Ward, sister
606994739Euphemia, 880251177Myron, sister
606994739Euphemia, 906447946HOLLY, sister
607331858Hedwig, 400258506IVAN, wife
607331858Hedwig, 532687900Adline, mother
607331858Hedwig, 793183001Zelda, mother
608017231Rube, 729608057Adeline, grand child
608017231Rube, 874483963Lavina, husband
608442518ELAINE, 163756789Hudson, wife
608442518ELAINE, 352955997Lilla, mother
608442518ELAINE, 682097979Noble, mother
610272643Flem, 174503865Salome, husband
610272643Flem, 745040690Frederic, father
610272643Flem, 830293239Alf, father
610512047Corda, 577756023Elias, mother
610512047Corda, 743649183Grace, wife
610924513Lacy, 565804242Llewellyn, brother
610924513Lacy, 990243578Adella, brother
612180655Caddie, 036534841RUSSELL, wife
613043314TERESA, 114940554Rudolph, mother
613043314TERESA, 405092086Esau, mother
613043314TERESA, 840739470LEON, wife
613248445BEVERLEY, 587769910HEIDI, grand child
613248445BEVERLEY, 658524976DOUGLAS, wife
616001238Zona, 057484219ESTHER, sister
616001238Zona, 638229809Stanton, sister
616001238Zona, 925613131Pollie, sister
616001238Zona, 965155017Cathrine, sister
616003687YASMIN, 091312867Angus, sister
616003687YASMIN, 356151891Honora, sister
616003687YASMIN, 757516507Lynn, sister
616003687YASMIN, 786892619Jeanne, sister
616003687YASMIN, 799378615RUSSELL, sister
616377359Alpha, 403191309Bernhard, wife
616411020Eddie, 632251529Corinne, husband
616821273Johnny, 336633895VICTORIA, husband
616821273Johnny, 587769910HEIDI, grand child
619930641FIONA, 112755529Zack, wife
620810228Delphine, 172567617Wilma, niece
620810228Delphine, 729608057Adeline, grand child
620810228Delphine, 834822964Boyd, wife
621303722PATRICK, 059000145Davie, father
621303722PATRICK, 140728915Osa, uncle
621303722PATRICK, 584563963Lotta, husband
621303722PATRICK, 849354222Loren, uncle
621303722PATRICK, 936062482Vivian, brother
621492553ANNA, 401399260Leander, wife
623921179August, 092323988ELLIE, husband
623921179August, 342872703Merida, father
623921179August, 398505887IRIS, father
623921179August, 410902706Stacy, father
623921179August, 574272161Tilda, father
623921179August, 605582361TINA, husband
623921179August, 734176606FRANCES, husband
623921179August, 758152838Mittie, father
623921179August, 797009971Bob, father
623921179August, 825426003Lovisa, father
624003551Lige, 134648497Lige, father
624003551Lige, 349637417Chas, father
624003551Lige, 401133710Early, father
624003551Lige, 458141051BRIAN, father
624003551Lige, 689712872Malissa, husband
624003551Lige, 729608057Adeline, grand child
624003551Lige, 834822964Boyd, nephew
625070004JANET, 000287344MARINA, mother
625070004JANET, 332340870Clarence, mother
625070004JANET, 377128235ELLEN, sister
625070004JANET, 659151658JAY, mother
625070004JANET, 849127405Hervey, wife
626318852Squire, 718170692Rosalee, husband
626360067DALE, 508710651KIMBERLEY, husband
626611613Ward, 606994739Euphemia, brother
626611613Ward, 880251177Myron, brother
626611613Ward, 906447946HOLLY, brother
626620922Meta, 468485061Halsey, wife
626620922Meta, 739460376VERONICA, mother
626988132Wheeler, 000563566Ardelia, brother
626988132Wheeler, 325923798Palmer, brother
626988132Wheeler, 342872703Merida, brother
626988132Wheeler, 423131424JILL, brother
626988132Wheeler, 510371511Minervia, brother
627933406Jessie, 085470240Eunice, brother
627933406Jessie, 520372778Elvira, brother
627933406Jessie, 937192619Alvah, brother
628578895Walker, 426450774Creed, brother
628578895Walker, 879027313JILL, brother
629183388Luis, 006740974Selma, husband
629183388Luis, 050217019Helene, father
629183388Luis, 088338639OLIVIA, father
629183388Luis, 196333590Lavinia, husband
629183388Luis, 444571600HANNAH, husband
629183388Luis, 731963073Bena, father
629183388Luis, 777755169Berta, father
629183388Luis, 826184166Verna, father
629183388Luis, 869323470MILDRED, husband
629183388Luis, 876176853Elinor, father
629183388Luis, 939968084GARRY, father
629183388Luis, 950173504Frona, father
629975487Linnie, 001279642Dora, wife
629975487Linnie, 567587617Lige, mother
629975487Linnie, 572501878Elena, mother
629975487Linnie, 864638836Wong, mother
629975487Linnie, 871244009PAIGE, mother
630426060Melvin, 915095124Lena, husband
630838116Berry, 006609564Joe, father
630838116Berry, 091312867Angus, uncle
630838116Berry, 162563546Chin, brother
630838116Berry, 198910832SARA, uncle
630838116Berry, 199420081SHIRLEY, uncle
630838116Berry, 208031412Augusta, uncle
630838116Berry, 573138668DAISY, uncle
630838116Berry, 757516507Lynn, uncle
630838116Berry, 791208120Araminta, husband
630838116Berry, 813286762Harris, uncle
631608321Milford, 905642988ANNIE, husband
632251529Corinne, 098968288DAWN, niece
632251529Corinne, 584733764Baldwin, niece
632251529Corinne, 616411020Eddie, wife
632251529Corinne, 729608057Adeline, grand child
633925585Jefferson, 433995199Fern, grand child
633925585Jefferson, 521663815Winnifred, husband
633949433Woodson, 254626234Mona, husband
638047318Rollin, 703039211Wash, wife
638229809Stanton, 057484219ESTHER, brother
638229809Stanton, 616001238Zona, brother
638229809Stanton, 925613131Pollie, brother
638229809Stanton, 965155017Cathrine, brother
638639486Joeseph, 085470240Eunice, brother
638639486Joeseph, 185513290Thomas, brother
638639486Joeseph, 220706925Lorena, brother
638639486Joeseph, 861613709Maryann, brother
638639486Joeseph, 977320204BERYL, brother
639530274BRENDA, 224140381Dayton, wife
639530274BRENDA, 237363722ELIZA, mother
639530274BRENDA, 242231689Celestine, niece
639530274BRENDA, 324891199Katherine, wife
639530274BRENDA, 345721750Carroll, mother
639530274BRENDA, 501079973HAZEL, grand child
639530274BRENDA, 815572444Kirk, grand mother
639530274BRENDA, 837435993Buford, grand mother
639530274BRENDA, 953282869Birtie, mother
639706033Nathaniel, 501079973HAZEL, grand child
639706033Nathaniel, 757430537Orrie, nephew
640348510Bess, 023908742Burl, wife
640348510Bess, 063340010Gottlieb, mother
640348510Bess, 134648497Lige, grand mother
640348510Bess, 349637417Chas, grand mother
640348510Bess, 401133710Early, grand mother
640348510Bess, 458141051BRIAN, grand mother
640348510Bess, 542019196Carrie, wife
640348510Bess, 624003551Lige, mother
640348510Bess, 834822964Boyd, sister
640348510Bess, 954032189KEVIN, mother
640354429ERIC, 208400886HOLLY, husband
640354429ERIC, 886828636BRIAN, father
640372233Enrique, 587769910HEIDI, grand child
640372233Enrique, 809256942KATY, husband
641120863Jerome, 922032271Ollie, nephew
641120863Jerome, 999724833KELLY, husband
643438625Nevada, 050914884Myrtle, aunt
643438625Nevada, 133716674Emil, aunt
643438625Nevada, 342872703Merida, aunt
643438625Nevada, 389895674Ephraim, mother
643438625Nevada, 398505887IRIS, aunt
643438625Nevada, 475684716Chancy, aunt
