conn_from,conn_to,edge_type
472872979Christena, 634259151Verona, brother
472880377Worthy, 676895650Zora, nephew
472880377Worthy, 824489583JANET, nephew
472881590Ambrose, 389421408Gracie, husband
472988969Tabitha, 247667244Mima, mother
472988969Tabitha, 265787432Berry, wife
473366721Eulalia, 148021427Alcide, wife
474352040Perry, 860664191Creola, husband
474718607MORRIS, 004198843JOSEPHINE, nephew
474718607MORRIS, 362112552PAULA, husband
474718607MORRIS, 391217224Lucretia, grand child
475266011Junius, 008483934Dorcas, uncle
475266011Junius, 030508814Adrienne, brother
475266011Junius, 093455553Mason, father
475266011Junius, 099382024Roscoe, father
475266011Junius, 104851751Fronie, husband
475266011Junius, 273282773MARIAN, husband
475266011Junius, 394432603Alyce, husband
475266011Junius, 455844734Woodie, father
475266011Junius, 505324975Erie, uncle
475266011Junius, 564512185Dana, uncle
475266011Junius, 798972877Bertrand, father
475266011Junius, 859697130Bishop, father
475266011Junius, 919062740Mac, father
475266011Junius, 953611535Luella, husband
475266011Junius, 974142553Tishie, husband
475294512Faith, 168189685Isam, wife
475381566Maynard, 804013627Melvina, husband
475383451MINNIE, 224501714Lee, sister
475383451MINNIE, 486468051Ashby, brother
475383451MINNIE, 534095711Jonah, sister
475383451MINNIE, 594802313Bird, sister
475383451MINNIE, 663194595WENDY, sister
475523151Hope, 000036771Pierce, brother
475523151Hope, 155611613Morton, brother
475523151Hope, 731881152Shade, brother
475523151Hope, 963636897Adelbert, brother
475525194MARTYN, 286864143Perry, father
475525194MARTYN, 467110644Arizona, husband
475525194MARTYN, 639436554MARGARET, father
475757294Ossie, 042185209Uriah, mother
475757294Ossie, 061795339Larkin, mother
475757294Ossie, 104392019Alpheus, mother
475757294Ossie, 202439823Buck, wife
475757294Ossie, 236954511Concepcion, mother
475757294Ossie, 311833989HOLLY, sister
475757294Ossie, 334930601Lavinia, mother
475757294Ossie, 467394015Doctor, aunt
475757294Ossie, 467531595ROBIN, wife
475757294Ossie, 535267019SIDNEY, wife
475757294Ossie, 546459718William, aunt
475757294Ossie, 546685973Jerry, mother
475757294Ossie, 745270454Young, wife
475757294Ossie, 827530140FREDERICK, wife
475757294Ossie, 832606306NICOLA, aunt
475757294Ossie, 967865203Magnolia, grand child
475764130Chester, 599969667Maggie, father
475764130Chester, 622318040Ezekiel, father
475764130Chester, 695752227Ettie, grand child
475764130Chester, 732802013Ruthie, nephew
475764130Chester, 907105464DIANA, husband
475764130Chester, 914858006Rennie, father
475817582Alvena, 352615426Mac, brother
475817582Alvena, 859703911Eddie, sister
475913699Zola, 178402617Hervey, mother
475937549Isiah, 018664557Bulah, grand child
475937549Isiah, 154387053Maudie, nephew
476017596Dona, 158078001Abram, wife
476017596Dona, 357273768Raleigh, mother
476017596Dona, 392901163GLADYS, mother
476017596Dona, 628525095JEAN, mother
476229383Weaver, 163663650Jessie, nephew
476229383Weaver, 352199307Adina, nephew
476229383Weaver, 695752227Ettie, grand child
476229383Weaver, 974510232BESSIE, husband
476277629Gideon, 376569581Moroni, father
476277629Gideon, 572930983Sudie, husband
476458901Cato, 314705825Eugenie, father
476458901Cato, 976605202PAIGE, husband
476664081Alvina, 941046258Toney, wife
477169472Charlotta, 177534996Palmer, wife
477169472Charlotta, 246093272Junious, mother
477319094Gustave, 789043543Viva, husband
477414412Olen, 297817904RHIANNON, husband
477446682CHARLOTTE, 088385866LEWIS, wife
478298915PAULINE, 384949385BERNARD, mother
478298915PAULINE, 403689144Francisco, wife
478298915PAULINE, 595106620Doc, mother
478298915PAULINE, 703703662Williams, wife
478298915PAULINE, 704443755Russel, mother
478431967Melvin, 485143957Lon, husband
478571350Minta, 731062826YVONNE, mother
479797916KIRSTY, 724745635DAISY, mother
479797916KIRSTY, 743524760Leo, mother
479913828Pansy, 546805047EDWARD, wife
480727033Magdalena, 695752227Ettie, grand child
481094321Wright, 243854000Texas, husband
481094321Wright, 391217224Lucretia, grand child
481366191Sherman, 187303820JASMINE, husband
481366191Sherman, 560279025CLARE, nephew
481366191Sherman, 695207123Amalia, grand child
481820913Willian, 024891902LEON, father
481820913Willian, 132235321Zella, husband
481820913Willian, 166414683ELEANOR, husband
481820913Willian, 274960442Clem, uncle
481820913Willian, 291861689Lenard, father
481820913Willian, 375333587Opal, husband
481820913Willian, 468816164Wesley, father
481820913Willian, 485859180Cruz, father
481820913Willian, 538367520TOM, father
481820913Willian, 559996269EDMUND, father
481820913Willian, 772991401Frankie, uncle
481820913Willian, 776429474Evelina, husband
481820913Willian, 779315021Theodora, husband
481820913Willian, 847479952Weaver, uncle
481820913Willian, 990654538Maye, brother
482561725Mace, 262621190Tressa, husband
482561725Mace, 695207123Amalia, grand child
482564836Elizabeth, 105757892Horatio, brother
482564836Elizabeth, 802160904Tobe, brother
482564836Elizabeth, 844864186Verona, brother
482773152Homer, 695752227Ettie, grand child
482773152Homer, 976517126Lottie, husband
482809735Lloyd, 019983869Larkin, father
482809735Lloyd, 035431057Ina, husband
482809735Lloyd, 695207123Amalia, grand child
483222948Claus, 895693313Glenna, brother
483341984Mariah, 859724824Nimrod, wife
483355300Thurman, 635726601DALE, brother
483564144Marvin, 366727646Clovis, brother
483843286Freeman, 006772486Wilbur, father
483843286Freeman, 045114880Elnora, husband
483843286Freeman, 149558708Holmes, father
483843286Freeman, 178676202MICHAEL, father
483843286Freeman, 334768352Corrie, husband
483843286Freeman, 514044149BETHAN, husband
483843286Freeman, 516997811Grayce, husband
483843286Freeman, 525142257Erie, husband
483843286Freeman, 587287499Obed, father
483843286Freeman, 730956682Patty, brother
483843286Freeman, 832416630Press, father
484168904HERBERT, 559624975Tabitha, husband
484168904HERBERT, 565869869BRADLEY, father
484168904HERBERT, 599872014Louis, father
484168904HERBERT, 822245722DEBRA, father
484308320Marquis, 135161520Permelia, father
484308320Marquis, 137833216JASMINE, father
484308320Marquis, 229870198CHARLOTTE, father
484308320Marquis, 323392433ESTHER, father
484308320Marquis, 505324975Erie, father
484308320Marquis, 510997714Cathrine, husband
484308320Marquis, 540040409Leonora, husband
484308320Marquis, 694847113IVY, husband
484308320Marquis, 769527170GORDON, father
484308320Marquis, 779838387Grayce, father
484308320Marquis, 900874190MARGARET, husband
484445728Loren, 876450913DAWN, husband
484634684Lela, 335002957JACQUELINE, niece
484634684Lela, 936488538ELSIE, sister
484816071Edie, 677246393Angie, husband
485143957Lon, 478431967Melvin, wife
485151968Celina, 913927715Rollin, mother
485158353Felipe, 490435180Matilda, husband
485158353Felipe, 990424310Pansy, father
485375114ROSIE, 030508814Adrienne, niece
485375114ROSIE, 103241632Baxter, grand mother
485375114ROSIE, 190837159Judge, mother
485375114ROSIE, 194084744AGNES, grand mother
485375114ROSIE, 355799144Cecile, grand mother
485375114ROSIE, 394435116Clarinda, mother
485375114ROSIE, 421608830Jefferson, wife
485375114ROSIE, 508785894Cleo, niece
485375114ROSIE, 625845296NICHOLAS, grand mother
485375114ROSIE, 839841298Earnest, mother
485473882LYNNE, 242612707Rex, mother
485473882LYNNE, 391217224Lucretia, grand child
485473882LYNNE, 467316341Adrienne, mother
485473882LYNNE, 556772245MARTIN, wife
485473882LYNNE, 612658072Ottilie, mother
485473882LYNNE, 955169758Byron, mother
485621776Madora, 081110440Retta, mother
485621776Madora, 109165450Selina, grand mother
485621776Madora, 325903217JESSE, wife
485621776Madora, 394729584Martina, sister
485621776Madora, 402288509JENNY, aunt
485621776Madora, 408141386Adolph, wife
485621776Madora, 519287395Kirk, mother
485621776Madora, 570284041Foster, aunt
485621776Madora, 680475137RACHAEL, aunt
485621776Madora, 695607194JOSEPHINE, mother
485621776Madora, 773507465Authur, grand mother
485621776Madora, 943369199Issac, mother
485621776Madora, 999167659Essie, grand mother
485780321Pleasant, 601784092Rowena, husband
485850143MARLENE, 065966668DUNCAN, sister
485850143MARLENE, 444535612Birtha, sister
485850143MARLENE, 802925485Birtha, brother
485859180Cruz, 018664557Bulah, grand child
485859180Cruz, 713208384Faith, husband
485859180Cruz, 990654538Maye, nephew
486468051Ashby, 470911314JEMMA, nephew
486468051Ashby, 475383451MINNIE, brother
486468051Ashby, 681700010Elvira, brother
486570104Georgianna, 232992830Effa, sister
486570104Georgianna, 291861689Lenard, brother
486600996Erie, 172206306SOPHIE, grand child
486600996Erie, 191154093Nena, nephew
486600996Erie, 550718707GEORGE, nephew
486600996Erie, 835972919NORA, husband
487113917MARTHA, 139435213Rowland, mother
487113917MARTHA, 298640838ASHLEY, wife
487113917MARTHA, 867415708Sudie, mother
487190357SONIA, 806109937ARCHIBALD, wife
487559534Fern, 164408419Floy, mother
487559534Fern, 929727335Juliet, mother
487797721Antonia, 363959075Lum, wife
487934527Gee, 738479880Jennie, brother
488020780Sumner, 021375052Claude, brother
488020780Sumner, 320791041Clay, brother
488020780Sumner, 846727563Hosteen, brother
488115735Mathias, 866174386KYLE, brother
488159808Firman, 272727303Dorsey, brother
488436298Byron, 509033310West, brother
488436298Byron, 565383091JACK, sister
488436298Byron, 654903038Jeremiah, brother
488612144Emanuel, 269868413Iola, mother
488612144Emanuel, 414291886Frances, wife
488612144Emanuel, 620533606Marguerite, mother
488612144Emanuel, 724089408Queenie, mother
488612144Emanuel, 881183091Alida, mother
488846950Eligah, 193908435Eola, brother
488846950Eligah, 436390853DAISY, brother
488846950Eligah, 649810756Eleanora, brother
488846950Eligah, 711223856Press, brother
488952146Teressa, 695752227Ettie, grand child
489372572Erie, 150369654Elmore, wife
489478025Neppie, 024554843Patience, sister
489529087Dolly, 367556505EVAN, mother
489529087Dolly, 399420146Loran, wife
489529087Dolly, 695752227Ettie, grand child
489529087Dolly, 753113332Hilliard, mother
489829301CAROLE, 099831212Grayce, aunt
489829301CAROLE, 110748349Ward, mother
489829301CAROLE, 152345625ANNETTE, mother
489829301CAROLE, 157390839Miles, wife
489829301CAROLE, 560279025CLARE, sister
489829301CAROLE, 675920535Elvina, aunt
490435180Matilda, 485158353Felipe, wife
490435180Matilda, 990424310Pansy, mother
490493778Obie, 658759563SHANNON, husband
490493778Obie, 695752227Ettie, grand child
490770471Clarence, 011704700Angeline, sister
490770471Clarence, 265381046HECTOR, sister
490770471Clarence, 298725577Elmer, sister
490770471Clarence, 979112364Vannie, sister
490852304Dudley, 138919993SALLY, uncle
490852304Dudley, 167236795Vada, brother
490852304Dudley, 393170862Bama, uncle
490852304Dudley, 598267505Connie, uncle
490852304Dudley, 948190491Lea, husband
491168313York, 562796099Letty, husband
491367318Minda, 162321308Nels, mother
491367318Minda, 304631700Dayton, wife
491367318Minda, 645266322Wylie, mother
491367318Minda, 656809724Leo, mother
491367318Minda, 800484540WAYNE, mother
491367318Minda, 871471233MAUREEN, mother
491814385BRANDON, 695207123Amalia, grand child
492151421HEATHER, 003824657Jackson, aunt
492151421HEATHER, 004548851Rosanna, sister
492151421HEATHER, 177534996Palmer, sister
492151421HEATHER, 246093272Junious, aunt
492151421HEATHER, 343444341Sheppard, wife
492151421HEATHER, 643589886RICHARD, mother
492151421HEATHER, 719562187Ellsworth, aunt
492151421HEATHER, 872023690Lucian, mother
492151421HEATHER, 927495195Marcia, aunt
492151421HEATHER, 997058514Beverly, aunt
492249745SALLY, 061795339Larkin, wife
492877609Walter, 732398520Willis, wife
493461753ROY, 054100064GLORIA, husband
493487194Milo, 172206306SOPHIE, grand child
493487194Milo, 746504714Texas, husband
493628373Thaddeus, 362844121GLENYS, husband
493635011Levi, 053729152Ford, brother
493635011Levi, 391268143Clemmie, brother
493647273Elisabeth, 693445246Thad, wife
493647273Elisabeth, 905090078Era, mother
494391984JEAN, 642737446Abram, wife
494659432COURTNEY, 168816341Sue, sister
494659432COURTNEY, 297329377Arrie, brother
494743236CLAIR, 252768687Ephriam, sister
494757633Jasper, 018664557Bulah, grand child
494757633Jasper, 458095571Pearl, father
494757633Jasper, 712615315Johanna, father
494757633Jasper, 907437830Antonia, husband
494757633Jasper, 997640394Elias, father
495726510Samual, 221757432Lucinda, husband
495860881Glenna, 593511805Nat, wife
496156226Ellsworth, 224776015Anson, husband
496156226Ellsworth, 482564836Elizabeth, father
496156226Ellsworth, 802160904Tobe, father
496156226Ellsworth, 844864186Verona, father
496323035Roderick, 035774854ELLIE, husband
496430321Hardie, 206195316Elige, husband
496679062Clare, 097531813Cordie, husband
496834732HUGH, 018664557Bulah, grand child
496834732HUGH, 922593198ELLEN, husband
496896239Albertina, 428474325ANDREA, sister
496896239Albertina, 792524383Eve, sister
496896239Albertina, 863101458Anna, sister
497018563Ophelia, 467661849CONOR, sister
497018563Ophelia, 763772642Ona, sister
497436623BEVERLEY, 018664557Bulah, grand child
497436623BEVERLEY, 309070889Eliza, wife
497823695HAROLD, 578628533Altha, husband
497827779Phoebe, 466990853Magdalena, sister
497853991Worthy, 402288509JENNY, brother
497853991Worthy, 680475137RACHAEL, brother
498003900Texas, 068659166Lea, mother
498003900Texas, 590778685Sampson, wife
498033896GLADYS, 123519375Edd, wife
498033896GLADYS, 757748708Jules, mother
498033896GLADYS, 994516523VERONICA, mother
498310573DANIELLE, 237711062Aron, wife
498310573DANIELLE, 529844696Maggie, mother
499050340Porter, 172206306SOPHIE, grand child
499050340Porter, 505324975Erie, husband
499424185Willian, 004198843JOSEPHINE, husband
499424185Willian, 011489122Hyrum, father
499424185Willian, 255535607ARTHUR, father
499424185Willian, 261943463Delos, father
499424185Willian, 308205807Erna, father
499424185Willian, 385512075Minervia, husband
499424185Willian, 516305237RODNEY, father
499424185Willian, 638129781Oral, father
499424185Willian, 707993551Frank, husband
499424185Willian, 841705359Oda, husband
499424185Willian, 880501025Orion, father
499424185Willian, 920929447FRANCES, husband
499424185Willian, 989311996Carolina, father
499441823Irven, 674164853Ernst, brother
499609200Coleman, 541202565EMMA, husband
499849717Virgil, 799969733REBECCA, husband
499882813MAY, 391217224Lucretia, grand child
499882813MAY, 723981822Isam, wife
500028706TERESA, 124319913Burton, wife
500028706TERESA, 148101935GREGORY, wife
500028706TERESA, 336053933Emery, grand mother
500028706TERESA, 446053777Donnie, grand mother
500028706TERESA, 455768786Cornelius, mother
500028706TERESA, 573516903Judson, mother
500028706TERESA, 790954049Clarance, mother
500028706TERESA, 916752049Easter, grand mother
500162201William, 022050246Burl, wife
500162201William, 032309423Boyd, wife
500162201William, 369909177Abner, mother
500162201William, 531595853Oda, sister
500162201William, 627201370Nathanial, mother
500162201William, 642727912Kelly, sister
500162201William, 691036071Alvin, sister
500162201William, 741161759FRANCES, mother
500162201William, 751303805Mariah, aunt
500162201William, 886562614Harlan, wife
500162201William, 908095486Sue, aunt
500175424GLORIA, 009871737Harry, sister
500175424GLORIA, 198466970Ed, sister
500477001Giles, 382816891DEMI, husband
500884425Cicero, 062382517Gee, uncle
500884425Cicero, 068319436VANESSA, husband
500884425Cicero, 113248368Margarita, father
500884425Cicero, 162846231Dixie, husband
500884425Cicero, 233048229Tommie, husband
500884425Cicero, 321169945ABIGAIL, father
500884425Cicero, 374683548TONI, father
500884425Cicero, 449359648Pansy, father
500884425Cicero, 514044149BETHAN, husband
500884425Cicero, 590727617Elma, father
500884425Cicero, 742926715Beverly, father
500884425Cicero, 760117745CLARE, husband
500884425Cicero, 765631473Pansy, father
500884425Cicero, 798208818HOLLIE, father
500884425Cicero, 984251873Sina, brother
501009600Malcom, 673153965MARIE, husband
501322185JAY, 562629799Eugenie, husband
501600653Lucile, 012508465Stanton, wife
501648538Creola, 008803411Wong, mother
501648538Creola, 240627583Holly, wife
501648538Creola, 550648568VERONICA, mother
501648538Creola, 798785792Gideon, mother
501778852Cecile, 784296081PHILIP, wife
501813030Mortimer, 098926609Lucile, husband
501813030Mortimer, 136507036Aline, father
501813030Mortimer, 391217224Lucretia, grand child
501813030Mortimer, 914903703Tomas, father
502084227Lavonia, 242533237CARLA, mother
502084227Lavonia, 309664391CONOR, wife
502084227Lavonia, 462987260Ollie, mother
502084227Lavonia, 513721380Elvira, mother
502288207Lenna, 391217224Lucretia, grand child
502288207Lenna, 973316423Philo, wife
502621349Albertina, 077699474Nelle, niece
502621349Albertina, 308205807Erna, brother
502621349Albertina, 951355682FANNY, niece
502842965Tennie, 030508814Adrienne, niece
502842965Tennie, 627201370Nathanial, wife
502842965Tennie, 714537262Zeke, niece
502868621GREGORY, 178402617Hervey, brother
502868621GREGORY, 380105117Arizona, brother
502868621GREGORY, 666388092HARRIET, brother
502868621GREGORY, 761420007GERTRUDE, brother
502894510Vada, 113259720EDWARD, wife
502894510Vada, 695207123Amalia, grand child
502894510Vada, 865179815Glenn, mother
502910532Hollie, 019054929Eunice, husband
503622905Matilda, 159310724EVELYN, niece
503622905Matilda, 300676653Israel, wife
503622905Matilda, 391217224Lucretia, grand child
503702360William, 232848099JOSHUA, brother
503747886AUDREY, 302268311Art, wife
503955136ALFRED, 004198843JOSEPHINE, nephew
503955136ALFRED, 127333544Annetta, brother
503955136ALFRED, 244580622Alcide, nephew
503955136ALFRED, 464577076Bird, brother
503955136ALFRED, 859393308Maude, brother
504109690Isaac, 741037891Clint, husband
504152880Bishop, 260007402Felix, father
504152880Bishop, 746456482Wilma, father
504152880Bishop, 976213269Henrietta, husband
504160138Harry, 043901820Elisha, wife
504251018JESSE, 643825106Rosalia, husband
504300757Anner, 241898360Melvina, mother
504300757Anner, 273344811Fronnie, mother
504300757Anner, 417970453SCOTT, mother
504300757Anner, 950035554Isham, wife
504376759BILLY, 035899362Queen, husband
504376759BILLY, 147939094HAYLEY, father
504376759BILLY, 464347511CHRISTIAN, father
504881129Miguel, 899135495Lugenia, husband
505324975Erie, 023011912MARIA, niece
505324975Erie, 172206306SOPHIE, grand child
505324975Erie, 475266011Junius, niece
505324975Erie, 499050340Porter, wife
505324975Erie, 651103212JULIE, niece
505627352TERESA, 018664557Bulah, grand child
505627352TERESA, 832776221KENNETH, wife
505627352TERESA, 924845714IMOGEN, mother
505856341Oren, 076451946Albin, wife
505856341Oren, 172206306SOPHIE, grand child
505856341Oren, 507316271PAMELA, niece
505856341Oren, 538699100EDGAR, mother
505865924Jeremiah, 220755359Wilbert, brother
505865924Jeremiah, 288135903MAVIS, brother
505865924Jeremiah, 635239223Mintie, brother
505865924Jeremiah, 833779293Frona, brother
506037782Henry, 953375974Micheal, wife
506092161Myra, 195726655Ray, wife
506092161Myra, 352419308Netta, mother
506330292Cato, 356270300Mima, father
506330292Cato, 920290702Lelia, husband
506591005Cassie, 220274391Velma, mother
506591005Cassie, 270253649Columbus, wife
506591005Cassie, 334844999Gertie, aunt
506591005Cassie, 341513115Watt, niece
506591005Cassie, 349792177Boyd, aunt
506591005Cassie, 391217224Lucretia, grand child
506591005Cassie, 465547275Elwood, mother
506591005Cassie, 520274860Tommie, sister
506591005Cassie, 599213399Alma, aunt
506591005Cassie, 607711770Richmond, aunt
506591005Cassie, 849185082GAIL, mother
506591005Cassie, 914607448Bud, sister
506591005Cassie, 964655384Lon, aunt
507060508Lucius, 776610509Ona, husband
507316271PAMELA, 072604066Justus, aunt
507316271PAMELA, 123519375Edd, sister
507316271PAMELA, 255763588Archer, aunt
507316271PAMELA, 340554769Tilden, aunt
507316271PAMELA, 417740834GERARD, aunt
507316271PAMELA, 505856341Oren, aunt
507316271PAMELA, 594611936Chalmers, aunt
507316271PAMELA, 682151472Ernst, aunt
507316271PAMELA, 757748708Jules, aunt
507316271PAMELA, 757748708Jules, wife
507677171Gina, 147935653Albion, mother
507677171Gina, 148101935GREGORY, wife
507677171Gina, 157390839Miles, wife
507677171Gina, 169198896LINDSEY, mother
507677171Gina, 211921372Everett, mother
507677171Gina, 453187828Dolphus, wife
507677171Gina, 757617133LEE, mother
507677171Gina, 981462999Sol, mother
507798474ELIZABETH, 309739302AARON, wife
507798474ELIZABETH, 873899192Verne, mother
507831675Lola, 335518167Vance, sister
507831675Lola, 782438103TANYA, brother
508155871MARC, 040048995Rollin, husband
508162658JAKE, 297204188Octave, father
508162658JAKE, 372255927Nolia, husband
508162658JAKE, 496834732HUGH, father
508162658JAKE, 588448391Letty, husband
508162658JAKE, 676895650Zora, husband
508162658JAKE, 722243475Hampton, father
508162658JAKE, 733365539Fritz, father
508162658JAKE, 754672379Tennessee, husband
508162658JAKE, 776429474Evelina, husband
508162658JAKE, 968358431LEIGH, father
508332910Bernice, 174872097Valentine, mother
508332910Bernice, 202279359Eleanora, aunt
508332910Bernice, 279869271Gus, aunt
508332910Bernice, 357844942Enoch, grand mother
508332910Bernice, 426975289PERCIVAL, mother
508332910Bernice, 438721434DESMOND, aunt
508332910Bernice, 453678984Sula, mother
508332910Bernice, 568689398Hilliard, aunt
508332910Bernice, 650619901Webster, aunt
508332910Bernice, 671390517Friend, sister
508332910Bernice, 693445246Thad, aunt
508332910Bernice, 699055761Gust, aunt
508332910Bernice, 748280622Tilda, mother
508332910Bernice, 829258901Merritt, aunt
508332910Bernice, 837119775Axel, wife
508332910Bernice, 869120858Theadore, wife
508332910Bernice, 921406322Arizona, sister
508332910Bernice, 947303173CALLUM, aunt
508332910Bernice, 967936192Orie, aunt
508498317Hamp, 074253866Serena, nephew
508498317Hamp, 428474325ANDREA, brother
508498317Hamp, 527521583Sena, brother
508785894Cleo, 031875767Floy, mother
508785894Cleo, 369695164Elsie, wife
508785894Cleo, 485375114ROSIE, aunt
508785894Cleo, 512930340KERRY, aunt
508785894Cleo, 651103212JULIE, sister
508889468Levy, 341501955Celia, husband
508957992Malachi, 629985930JOANNA, husband
508957992Malachi, 662777983Ethelyn, father
508957992Malachi, 723620031Flora, father
508957992Malachi, 987609116Alf, father
509033310West, 488436298Byron, brother
509445017Luvenia, 174300445Denver, mother
509445017Luvenia, 348650970Rice, wife
509445017Luvenia, 350350404WINIFRED, mother
509445017Luvenia, 445459186STEPHANIE, mother
509445017Luvenia, 959519181Mae, mother
509789452Ike, 002035968Larry, brother
509789452Ike, 324835281RYAN, brother
509789452Ike, 785806671Ivah, brother
510155964BESSIE, 720334359Lonzo, wife
510980590IDA, 789466490Issac, brother
510997714Cathrine, 098392998Serena, niece
510997714Cathrine, 135161520Permelia, mother
510997714Cathrine, 170564505Albertine, grand mother
510997714Cathrine, 173855405ROYSTON, grand mother
510997714Cathrine, 229870198CHARLOTTE, mother
510997714Cathrine, 251025961Claus, grand mother
510997714Cathrine, 272118190Vance, mother
510997714Cathrine, 391217224Lucretia, grand child
510997714Cathrine, 412207674Elbert, wife
510997714Cathrine, 421608830Jefferson, wife
510997714Cathrine, 427085253Letha, niece
510997714Cathrine, 436390853DAISY, grand mother
510997714Cathrine, 484308320Marquis, wife
510997714Cathrine, 488846950Eligah, grand mother
510997714Cathrine, 607156705Lettie, sister
510997714Cathrine, 632032918Verne, mother
510997714Cathrine, 649810756Eleanora, grand mother
510997714Cathrine, 698208710Alys, niece
510997714Cathrine, 711223856Press, grand mother
510997714Cathrine, 721553745Selina, aunt
510997714Cathrine, 769527170GORDON, mother
510997714Cathrine, 786285359MICHELE, mother
510997714Cathrine, 819336054Lincoln, wife
510997714Cathrine, 850738909Wright, aunt
510997714Cathrine, 934418367CAITLIN, aunt
510997714Cathrine, 966684086Rosanna, grand mother
511176080Aurelia, 144468056Lonzo, niece
511176080Aurelia, 695752227Ettie, grand child
511176080Aurelia, 936091914JOEL, wife
511180850Lavonia, 090202749Elise, sister
511180850Lavonia, 807380206Roxie, sister
511227267Cleo, 672743766Nat, nephew
511227267Cleo, 695207123Amalia, grand child
511227267Cleo, 927359357Cecelia, husband
511458263Perry, 851364918Mai, husband
511589783Buck, 669482245Janette, husband
512638374Curt, 904428196Gussie, husband
512681276Leanna, 704443755Russel, wife
512702419Brad, 129632176LEANNE, father
512702419Brad, 604480981STELLA, husband
512702419Brad, 666046637PEGGY, father
512894844Roena, 396248850Dona, niece
512894844Roena, 528144877Mame, sister
512894844Roena, 698051150Ula, sister
512894844Roena, 848008048Coleman, sister
512930340KERRY, 030508814Adrienne, niece
512930340KERRY, 224227841Vena, sister
512930340KERRY, 508785894Cleo, niece
512996779Byron, 018664557Bulah, grand child
512996779Byron, 465719317Fern, husband
513563721Della, 601150889Abel, wife
513721380Elvira, 242533237CARLA, sister
513721380Elvira, 462987260Ollie, sister
514044149BETHAN, 006772486Wilbur, mother
514044149BETHAN, 173309299Merida, mother
514044149BETHAN, 190424700Monroe, wife
514044149BETHAN, 208146233Lugenia, mother
514044149BETHAN, 350169379Fate, wife
514044149BETHAN, 449359648Pansy, mother
514044149BETHAN, 483843286Freeman, wife
514044149BETHAN, 500884425Cicero, wife
514044149BETHAN, 568723365Gene, wife
514044149BETHAN, 664600730Ira, mother
514156358LOUISA, 368988276MAX, wife
514583626Elsa, 082242859Halsey, sister
514583626Elsa, 840540098Zelma, sister
514583626Elsa, 876908947Rudolph, sister
514987984Stacy, 170591691Vernie, husband
514987984Stacy, 340844531Margaretta, father
514987984Stacy, 898312896Ruby, father
515059608JAKE, 123926295Matt, brother
515059608JAKE, 198939698NELLIE, nephew
515059608JAKE, 852290720Lilla, brother
515251077LYNDA, 139185894Huldah, sister
515251077LYNDA, 281472185KEITH, brother
515251077LYNDA, 411517244Lucie, brother
515251077LYNDA, 735796701NICHOLAS, sister
515251077LYNDA, 825564086Geo, sister
515251077LYNDA, 829242150GEOFFREY, brother
515251077LYNDA, 953854490Hermon, brother
515431099Corda, 176360746EVELYN, mother
515431099Corda, 826608012Alvena, mother
515451820Dan, 162728769HILARY, husband
515451820Dan, 707933460Ludie, father
515451820Dan, 829271374PAMELA, father
515451820Dan, 850018527Minta, father
515530526Alva, 446491529Hattie, wife
515734385Jonas, 065913517Zola, father
515734385Jonas, 077910834Lella, husband
515734385Jonas, 106355298Lucretia, father
515734385Jonas, 167909137Tressa, husband
515734385Jonas, 219780057Wes, father
515734385Jonas, 249580980Lyda, husband
515734385Jonas, 390680777Henrietta, father
515734385Jonas, 528056165BEVERLEY, father
515734385Jonas, 553923800Lennie, father
515734385Jonas, 653870280Lessie, husband
515734385Jonas, 750262558NAOMI, father
515734385Jonas, 824222319Hortense, husband
515734385Jonas, 874147898Thad, father
515734385Jonas, 919322446VICTOR, father
516070074Cordella, 026971921Ned, sister
516070074Cordella, 122803655Delilah, sister
516070074Cordella, 468731510Malissa, sister
516070074Cordella, 810345820Ashby, sister
516261499Carolina, 850931170Phineas, wife
516305237RODNEY, 215034837ANDREA, father
516305237RODNEY, 391217224Lucretia, grand child
516305237RODNEY, 461643452Annabel, father
516305237RODNEY, 547224137KIRSTY, father
516305237RODNEY, 650858508Titus, father
516305237RODNEY, 688367237COURTNEY, father
516305237RODNEY, 760466873Effie, father
516305237RODNEY, 946529020Beulah, husband
516372496Abner, 076274246JORDAN, father
516372496Abner, 365498229JORDAN, husband
516372496Abner, 947969702Murray, father
516372496Abner, 968312801Lorena, father
516445099Augustine, 862457663Abby, brother
516445099Augustine, 888500016Joella, brother
516721825Author, 129224344NATASHA, brother
516721825Author, 547224137KIRSTY, brother
516721825Author, 759931123Lona, brother
516721825Author, 875108555TOBY, brother
516721825Author, 967865203Magnolia, nephew
516729172Flem, 046303540Hettie, nephew
516729172Flem, 602353935Lila, husband
516729172Flem, 872714600Ely, father
516997811Grayce, 178676202MICHAEL, mother
516997811Grayce, 188789681Luther, mother
516997811Grayce, 225156321DERRICK, mother
516997811Grayce, 338063742Dillard, mother
516997811Grayce, 391026247Boyd, grand mother
516997811Grayce, 445744632CARL, wife
516997811Grayce, 483843286Freeman, wife
516997811Grayce, 624957138Dempsey, wife
516997811Grayce, 662005685HEIDI, grand mother
516997811Grayce, 662459905Stanton, wife
516997811Grayce, 783911122Meta, grand mother
516997811Grayce, 836540803Albina, mother
516997811Grayce, 937530339Almon, wife
517094359EDGAR, 014892298Madison, brother
517094359EDGAR, 519361236OLIVE, nephew
517094359EDGAR, 864396909FRANCESCA, brother
517226183Electa, 035868947MONICA, mother
